# Sensor Aleea Politehnicii, Bucharest, Romania (uRad Monitor/20d96b7e)
# https://aqicn.org/station/@365821/
# Daily pm1
date,min,max,median,q1,q3,stdev,count
2023-02-10T00:00:00.000Z,7,26,19,17,23,4.254,64
2023-02-11T00:00:00.000Z,18,31,24,21,27,3.28,135
2023-02-12T00:00:00.000Z,15,47,27,23,30,5.702,137
2023-02-13T00:00:00.000Z,5,39,22,14,33,10.027,152
2023-02-14T00:00:00.000Z,13,48,24,19,34,9.626,135
2023-02-15T00:00:00.000Z,7,34,18,13,26,7.101,129
2023-02-16T00:00:00.000Z,13,35,24,22,27,3.947,129
2023-02-17T00:00:00.000Z,17,35,27,22,30,5.102,144
2023-02-18T00:00:00.000Z,8,23,15,12,19,4.078,129
2023-02-19T00:00:00.000Z,3,16,11,8,13,3.275,126
2023-02-20T00:00:00.000Z,0,14,6,4,7.5,2.771,117
2023-02-21T00:00:00.000Z,3,10,7,5,8,1.901,122
2023-02-22T00:00:00.000Z,2,36,12,9,15,7.043,126
2023-02-23T00:00:00.000Z,1,8,5,4,6,1.552,117
2023-02-24T00:00:00.000Z,4,20,13,7,17,5.012,116
2023-02-25T00:00:00.000Z,16,27,20,19,22,2.09,118
2023-02-26T00:00:00.000Z,4,22,14,6,20,6.378,117
2023-02-27T00:00:00.000Z,3,15,7,5,11,3.562,127
2023-02-28T00:00:00.000Z,6,16,13,10,15,2.843,127
2023-03-01T00:00:00.000Z,11,18,15,14,16,1.35,120
2023-03-02T00:00:00.000Z,13,20,16,16,17,1.326,129
2023-03-03T00:00:00.000Z,17,31,21,20,25,3.381,126
2023-03-04T00:00:00.000Z,17,27,21,19,24,2.826,123
2023-03-05T00:00:00.000Z,12,37,18,17,20,4.533,122
2023-03-06T00:00:00.000Z,9,29,14,12,19,4.688,131
2023-03-07T00:00:00.000Z,4,32,16,10,25,8.156,120
2023-03-08T00:00:00.000Z,3,28,12,6,23,8.391,113
2023-03-09T00:00:00.000Z,2,12,6,4,8,2.612,115
2023-03-10T00:00:00.000Z,1,17,10,6,14,4.403,127
2023-03-11T00:00:00.000Z,1,17,12,4,15,5.324,115
2023-03-12T00:00:00.000Z,2,22,7,6,10.5,4.635,116
2023-03-13T00:00:00.000Z,5,34,14,8,21,7.558,117
2023-03-14T00:00:00.000Z,1,21,4,3,9,5.218,108
2023-03-15T00:00:00.000Z,3,17,7,6,13,4.217,115
2023-03-16T00:00:00.000Z,2,17,9.5,6,13,4.105,126
2023-03-17T00:00:00.000Z,1,16,10,8,12,3.645,131
2023-03-18T00:00:00.000Z,1,19,4,2,11,5.292,115
2023-03-19T00:00:00.000Z,8,31,17,15,18,4.516,122
2023-03-20T00:00:00.000Z,12,36,24,16,30,7.024,137
2023-03-21T00:00:00.000Z,12,23,17,15,18,2.226,113
2023-03-22T00:00:00.000Z,9,24,17,15,18,2.594,113
2023-03-23T00:00:00.000Z,14,25,19,16.5,21,2.511,112
2023-03-24T00:00:00.000Z,5,30,16,10,20,5.836,125
2023-03-25T00:00:00.000Z,6,29,11,9,17,5.816,124
2023-03-26T00:00:00.000Z,0,18,4,1,7,3.543,111
2023-03-27T00:00:00.000Z,3,17,9,7,14,3.733,119
2023-03-28T00:00:00.000Z,0,10,4,3,7,2.839,118
2023-03-29T00:00:00.000Z,1,20,8,4,12,4.828,123
2023-03-30T00:00:00.000Z,3,28,9,5.5,11,5.375,129
2023-03-31T00:00:00.000Z,2,22,12,8,15,4.763,114
2023-04-01T00:00:00.000Z,7,25,15,13,19,4.322,122
2023-04-02T00:00:00.000Z,2,32,7,5,13,6.355,131
2023-04-03T00:00:00.000Z,3,18,9,6,14,3.97,118
2023-04-04T00:00:00.000Z,1,10,3,3,4,2.092,99
2023-04-05T00:00:00.000Z,0,16,11,9,12,3.629,141
2023-04-06T00:00:00.000Z,6,18,14,9,16,3.611,120
2023-04-07T00:00:00.000Z,12,20,16,14.5,18,2.201,113
2023-04-08T00:00:00.000Z,15,23,18,17,20,2.1,112
2023-04-09T00:00:00.000Z,11,23,16,14,19,2.994,114
2023-04-10T00:00:00.000Z,8,18,14,11,16,2.864,107
2023-04-11T00:00:00.000Z,2,16,10,6,13,3.644,124
2023-04-12T00:00:00.000Z,4,22,10,7,14,4.844,100
2023-04-13T00:00:00.000Z,3,22,10,6,17,6.24,115
2023-04-14T00:00:00.000Z,3,14,6,4,11,3.516,107
2023-04-15T00:00:00.000Z,0,13,6,2,8,3.641,107
2023-04-16T00:00:00.000Z,2,12,10,8,11,2.693,114
2023-04-17T00:00:00.000Z,6,12,10,9,11,1.551,111
2023-04-18T00:00:00.000Z,3,9,7,5,8,1.599,109
2023-04-19T00:00:00.000Z,6,21,13,9,15.5,4.207,113
2023-04-20T00:00:00.000Z,4,22,11,7,19,5.947,114
2023-04-21T00:00:00.000Z,3,15,8,5,11,3.098,111
2023-04-22T00:00:00.000Z,5,31,12,8,16,6.217,119
2023-04-23T00:00:00.000Z,6,24,11,8,18.5,5.589,117
2023-04-24T00:00:00.000Z,6,17,11,9,14,2.77,114
2023-04-25T00:00:00.000Z,1,20,11,7.5,14,4.606,120
2023-04-26T00:00:00.000Z,1,15,3,2,12,4.837,114
2023-04-27T00:00:00.000Z,3,10,7,5,8,1.583,108
2023-04-28T00:00:00.000Z,3,13,8,5,10,2.568,122
2023-04-29T00:00:00.000Z,7,18,11,9,14,2.866,114
2023-04-30T00:00:00.000Z,3,23,8,7,16.5,5.982,109
2023-05-01T00:00:00.000Z,5,16,9,7,12,2.676,122
2023-05-02T00:00:00.000Z,3,10,5,4,6.5,1.629,104
2023-05-03T00:00:00.000Z,3,12,7,5,8,2.178,106
2023-05-04T00:00:00.000Z,4,18,9,7,11,2.841,114
2023-05-05T00:00:00.000Z,4,17,10,7,12,2.999,113
2023-05-06T00:00:00.000Z,1,11,5,3,7,2.286,110
2023-05-07T00:00:00.000Z,4,31,6,6,8,5.807,125
2023-05-15T00:00:00.000Z,5,10,7,6,8,1.276,107
2023-05-16T00:00:00.000Z,3,11,7,5,8.5,2.146,112
2023-05-17T00:00:00.000Z,5,11,8,7,9,1.291,110
2023-05-18T00:00:00.000Z,2,15,8,6,10,2.772,114
2023-05-19T00:00:00.000Z,5,13,9,8,10,1.731,112
2023-05-20T00:00:00.000Z,6,15,10,8,11,1.936,115
2023-05-21T00:00:00.000Z,4,11,7,7,8,1.367,117
2023-05-22T00:00:00.000Z,5,12,6,6,8,2.089,111
2023-05-23T00:00:00.000Z,3,13,7,5,11,3.005,113
2023-05-24T00:00:00.000Z,3,15,8,6,12,3.452,115
2023-05-25T00:00:00.000Z,5,10,7,7,8,1.171,114
2023-05-26T00:00:00.000Z,5,11,7,7,8,1.297,115
2023-05-27T00:00:00.000Z,4,14,10,7,11,2.433,117
2023-05-28T00:00:00.000Z,3,12,8,7,8,1.76,112
2023-05-29T00:00:00.000Z,4,12,7,6,10,2.166,122
2023-05-30T00:00:00.000Z,4,17,8,6,11,3.211,116
2023-05-31T00:00:00.000Z,3,12,7,5,10,2.647,103
2023-06-01T00:00:00.000Z,7,17,10,9,13.5,2.763,121
2023-06-02T00:00:00.000Z,4,19,8,6.5,16,4.681,113
2023-06-03T00:00:00.000Z,1,8,5,4,6,1.789,113
2023-06-04T00:00:00.000Z,1,5,1,1,3,1.026,97
2023-06-05T00:00:00.000Z,1,8,2,2,4,1.734,113
2023-06-06T00:00:00.000Z,1,5,3,3,4,0.952,100
2023-06-07T00:00:00.000Z,3,10,5,4,6,1.495,118
2023-06-08T00:00:00.000Z,2,12,6,4,7,2.296,116
2023-06-09T00:00:00.000Z,3,12,6,5,8.5,2.341,113
2023-06-10T00:00:00.000Z,5,17,8,8,9,1.861,115
2023-06-11T00:00:00.000Z,6,13,8,7,9,1.815,113
2023-06-12T00:00:00.000Z,1,10,6,3,6,2.485,107
2023-06-13T00:00:00.000Z,2,6,4,3,5,1.177,106
2023-06-14T00:00:00.000Z,3,18,7,5,9,3.153,109
2023-06-15T00:00:00.000Z,3,14,6,5,11,3.078,110
2023-06-16T00:00:00.000Z,0,10,5,4,6.5,1.756,112
2023-06-17T00:00:00.000Z,5,14,9,8,10,1.718,121
2023-06-18T00:00:00.000Z,2,10,7,5,8,2.027,114
2023-06-19T00:00:00.000Z,2,8,5,4,6,1.275,107
2023-06-20T00:00:00.000Z,2,15,7,5,10,3.133,116
2023-06-21T00:00:00.000Z,5,12,9,8,10,1.722,113
2023-06-22T00:00:00.000Z,5,16,10,9,13,2.481,113
2023-06-23T00:00:00.000Z,9,16,12,11,14,1.853,106
2023-06-24T00:00:00.000Z,3,14,10,8,12,2.6,120
2023-06-25T00:00:00.000Z,1,13,7.5,6,8,2.325,116
2023-06-26T00:00:00.000Z,1,10,6,4,7,1.959,107
2023-06-27T00:00:00.000Z,3,10,6,5,8,1.878,111
2023-06-28T00:00:00.000Z,3,14,7,5,9,2.942,112
2023-06-29T00:00:00.000Z,2,16,6,5,12,4.002,129
2023-06-30T00:00:00.000Z,2,14,6,4,7,2.957,115
2023-07-01T00:00:00.000Z,5,13,7,7,10,2.115,113
2023-07-02T00:00:00.000Z,3,14,9,6,11,2.83,118
2023-07-03T00:00:00.000Z,9,14,11,10,12,1.387,120
2023-07-04T00:00:00.000Z,4,13,10,9,12,2.075,118
2023-07-05T00:00:00.000Z,5,14,9,7,10,2.279,122
2023-07-06T00:00:00.000Z,6,20,10,8,11,2.494,122
2023-07-07T00:00:00.000Z,4,16,8,7,9,1.982,116
2023-07-08T00:00:00.000Z,2,10,4,3,6,1.771,111
2023-07-09T00:00:00.000Z,3,14,6,4,8,2.879,105
2023-07-10T00:00:00.000Z,6,16,9,8,10,1.569,117
2023-07-11T00:00:00.000Z,5,16,11,10,13,2.401,108
2023-07-12T00:00:00.000Z,3,18,11,10,12,2.866,115
2023-07-13T00:00:00.000Z,9,16,13,11,14,1.709,104
2023-07-14T00:00:00.000Z,2,14,5,3,6,2.623,119
2023-07-15T00:00:00.000Z,4,8,6,5,7,0.975,112
2023-07-16T00:00:00.000Z,4,10,7,6,8,1.2,108
2023-07-17T00:00:00.000Z,5,12,9,8.5,10,1.379,100
2023-07-18T00:00:00.000Z,2,12,8,4,10,2.959,116
2023-07-19T00:00:00.000Z,5,17,8,6,9,2.198,104
2023-07-20T00:00:00.000Z,3,15,6,5,9,3.107,105
2023-07-21T00:00:00.000Z,6,10,7,7,8,1.043,118
2023-07-22T00:00:00.000Z,0,9,3,2,4,1.697,100
2023-07-23T00:00:00.000Z,2,12,5,3,6,2.4,108
2023-07-24T00:00:00.000Z,4,12,7,5,8,2.121,103
2023-07-25T00:00:00.000Z,5,13,11,9,12,2.104,111
2023-07-26T00:00:00.000Z,3,15,8,6,12,3.187,118
2023-07-27T00:00:00.000Z,1,9,3,2,7,2.684,102
2023-07-28T00:00:00.000Z,1,12,4,3,6,2.583,110
2023-07-29T00:00:00.000Z,2,13,6.5,4,9,3.256,110
2023-07-30T00:00:00.000Z,4,15,9,7,10,2.121,110
2023-07-31T00:00:00.000Z,6,14,8,7,10,2.131,110
2023-08-01T00:00:00.000Z,4,10,7,5,8.5,1.788,128
2023-08-02T00:00:00.000Z,4,11,8,7,9,1.647,106
2023-08-03T00:00:00.000Z,7,13,10,8,11,1.446,109
2023-08-04T00:00:00.000Z,5,13,11,10,12,1.902,109
2023-08-05T00:00:00.000Z,2,13,7,5,10,3.08,109
2023-08-06T00:00:00.000Z,2,15,8,5,12.5,3.744,112
2023-08-07T00:00:00.000Z,0,8,1,0,2,1.415,106
2023-08-08T00:00:00.000Z,0,13,3,1,7,3.889,115
2023-08-09T00:00:00.000Z,0,6,3,1,4,1.552,105
2023-08-10T00:00:00.000Z,1,7,4,3,5,1.391,107
2023-08-11T00:00:00.000Z,3,8,5,4,5,1.148,110
2023-08-12T00:00:00.000Z,3,11,7,5,9,2.183,104
2023-08-13T00:00:00.000Z,4,12,6,5,8,2.196,83
