# Sensor Strada Soldat Ion Ciocodeică, Sector 4, Romania (uRad Monitor/160000e0)
# https://aqicn.org/station/@109819/
# Daily pm10
date,min,max,median,q1,q3,stdev,count
2020-03-26T00:00:00.000Z,22,143,63,54,74,16.858,923
2020-03-27T00:00:00.000Z,35,125,53,47,64,15.788,1441
2020-03-28T00:00:00.000Z,29,74,42,39,54,10.113,829
2020-03-29T00:00:00.000Z,11,314,22,17,28,14.59,1381
2020-03-30T00:00:00.000Z,17,61,30,25,35,7.212,1331
2020-03-31T00:00:00.000Z,8,21,11,10,13,2.6,1186
2020-04-01T00:00:00.000Z,5,28,12,10,14,3.024,1404
2020-04-02T00:00:00.000Z,7,34,9,8,11,6.778,540
2020-04-03T00:00:00.000Z,10,65,26,16,41,14.819,395
2020-04-04T00:00:00.000Z,13,87,27,21,52,18.371,395
2020-04-05T00:00:00.000Z,14,38,23,20,26,5.21,356
2020-04-06T00:00:00.000Z,9,101,20,15,36,24.14,399
2020-04-07T00:00:00.000Z,7,39,13,10,18,6.045,344
2020-04-08T00:00:00.000Z,8,85,21,12,39,16.909,406
2020-04-09T00:00:00.000Z,14,48,27,20,37,9.26,365
2020-04-10T00:00:00.000Z,6,86,26,23,36,16.395,433
2020-04-11T00:00:00.000Z,7,58,18,12,31,14.382,370
2020-04-12T00:00:00.000Z,9,62,26,19,34,10.251,398
2020-04-13T00:00:00.000Z,7,68,18,16,31,10.562,384
2020-04-14T00:00:00.000Z,6,45,29,21,32,9.991,363
2020-04-15T00:00:00.000Z,5,20,9,7,11,3.44,311
2020-04-16T00:00:00.000Z,7,21,14,10,15,3.174,314
2020-04-17T00:00:00.000Z,7,54,19,13,23,8.519,380
2020-04-18T00:00:00.000Z,8,86,27,14,39,17.59,423
2020-04-19T00:00:00.000Z,12,26,18,14,21,3.586,351
2020-04-20T00:00:00.000Z,7,21,11,9,13,2.972,335
2020-04-21T00:00:00.000Z,9,21,14,12,15,2.454,339
2020-04-22T00:00:00.000Z,10,28,17,14,20,4.15,331
2020-04-23T00:00:00.000Z,6,36,18,10,22,7.601,373
2020-04-24T00:00:00.000Z,7,28,14,11,18,4.295,335
2020-04-25T00:00:00.000Z,9,25,15,12,17,2.971,332
2020-04-26T00:00:00.000Z,5,19,8,7,10,2.734,321
2020-04-27T00:00:00.000Z,6,51,9,8,12,8.926,327
2020-04-28T00:00:00.000Z,8,42,16,11,20,7.975,373
2020-04-29T00:00:00.000Z,8,158,13,11,16,14.436,354
2020-04-30T00:00:00.000Z,5,28,10,8,18,5.594,333
2020-05-01T00:00:00.000Z,5,36,15,10,22,8.305,344
2020-05-02T00:00:00.000Z,5,19,9,8,11,2.822,321
2020-05-03T00:00:00.000Z,6,19,12,8,15,3.436,312
2020-05-04T00:00:00.000Z,4,20,7,6,8,2.239,300
2020-05-05T00:00:00.000Z,5,25,11,8,14,4.191,332
2020-05-06T00:00:00.000Z,6,17,9,8,12,2.593,305
2020-05-07T00:00:00.000Z,4,28,10,6,12,5.215,335
2020-05-08T00:00:00.000Z,7,87,15,10,25,17.289,427
2020-05-09T00:00:00.000Z,8,59,17,13,29,12.077,426
2020-05-10T00:00:00.000Z,9,46,19,16,31,10.01,188
2020-05-11T00:00:00.000Z,8,24,15,13,18,3.839,216
2020-05-12T00:00:00.000Z,4,19,7,6,12,3.345,306
2020-05-13T00:00:00.000Z,4,16,8,6,11,2.788,321
2020-05-14T00:00:00.000Z,5,34,10,8,12,3.898,330
2020-05-15T00:00:00.000Z,7,74,12,10,17,10.056,370
2020-05-16T00:00:00.000Z,7,18,12,10,14,2.507,329
2020-05-17T00:00:00.000Z,9,133,15,13,17,17.071,373
2020-05-18T00:00:00.000Z,9,23,12,11,14,3.181,340
2020-05-19T00:00:00.000Z,10,35,18,14,21,5.943,355
2020-05-20T00:00:00.000Z,7,43,15,12,23.5,9.159,344
2020-05-21T00:00:00.000Z,5,15,8,7,10,1.946,304
2020-05-22T00:00:00.000Z,5,20,8,7,9,3.041,328
2020-05-23T00:00:00.000Z,6,89,9,8,12,12.925,1016
2020-05-24T00:00:00.000Z,5,41,11,9,15,5.613,1356
2020-05-25T00:00:00.000Z,4,14,6,6,9,2.452,1300
2020-05-26T00:00:00.000Z,5,31,10,8,11,3.283,1381
2020-05-27T00:00:00.000Z,4,30,7,5,12,6.642,1354
2020-05-28T00:00:00.000Z,4,27,9,7,11,2.806,1350
2020-05-29T00:00:00.000Z,4,62,9,7,11,6.726,1355
2020-05-30T00:00:00.000Z,5,19,11,9,13,2.651,1352
2020-05-31T00:00:00.000Z,5,106,9,7,10,10.425,1362
2020-06-01T00:00:00.000Z,4,22,7,6,9,2.328,1237
2020-06-02T00:00:00.000Z,5,12,7,6,8,1.487,1346
2020-06-03T00:00:00.000Z,4,24,9,6,12,3.87,1374
2020-06-04T00:00:00.000Z,5,19,9,6,12,3.13,1340
2020-06-05T00:00:00.000Z,6,34,9,8,14,4.897,1352
2020-06-06T00:00:00.000Z,5,41,9,7,14,4.742,1369
2020-06-07T00:00:00.000Z,6,15,10,9,12,2.013,1364
2020-06-08T00:00:00.000Z,9,28,15,12,17,4.014,1350
2020-06-09T00:00:00.000Z,9,32,17,13,25,6.023,1342
2020-06-10T00:00:00.000Z,5,16,9,8,13,2.948,1341
2020-06-11T00:00:00.000Z,7,23,10,8,10,1.991,1329
2020-06-12T00:00:00.000Z,6,18,11,9,14,2.561,1340
2020-06-13T00:00:00.000Z,8,32,12,11,13,2.19,1344
2020-06-14T00:00:00.000Z,9,38,14,13,18,4.418,1331
2020-06-15T00:00:00.000Z,4,26,17,14,19,4.058,1344
2020-06-16T00:00:00.000Z,7,28,11,10,17,4.877,1372
2020-06-17T00:00:00.000Z,7,22,13,10,16,3.616,1352
2020-06-18T00:00:00.000Z,11,77,18,16,22,3.866,1363
2020-06-19T00:00:00.000Z,5,25,14,8,18,4.978,1358
2020-06-20T00:00:00.000Z,5,16,8,7,11,2.391,1358
2020-06-21T00:00:00.000Z,5,28,11,9,12,2.552,1344
2020-06-22T00:00:00.000Z,6,64,11,10,13,5.19,1357
2020-06-23T00:00:00.000Z,6,19,9,8,11,2.156,1357
2020-06-24T00:00:00.000Z,6,37,12,11,16,4.045,1365
2020-06-25T00:00:00.000Z,6,19,10,8,12,2.834,1357
2020-06-26T00:00:00.000Z,6,25,12,9,14,3.012,1351
2020-06-27T00:00:00.000Z,6,28,13,9,18,5.113,1324
2020-06-28T00:00:00.000Z,7,28,13,10,16,3.43,1341
2020-06-29T00:00:00.000Z,12,30,19,16,22,4.332,1270
2020-06-30T00:00:00.000Z,5,36,20,12,25,7.89,1287
2020-07-01T00:00:00.000Z,6,19,10,9,13,2.541,1237
2020-07-02T00:00:00.000Z,5,24,10,7,16,4.832,1247
2020-07-03T00:00:00.000Z,6,27,10,9,12,3.694,1299
2020-07-04T00:00:00.000Z,8,23,16,14,17,2.487,1313
2020-07-05T00:00:00.000Z,7,20,10,9,13,2.145,1254
2020-07-06T00:00:00.000Z,8,13,10,9,11,1.06,815
2020-07-07T00:00:00.000Z,5,29,12,9,14,3.257,1210
2020-07-08T00:00:00.000Z,4,31,6,5,8,5.478,1270
2020-07-09T00:00:00.000Z,5,15,9,8,11,1.584,1126
2020-07-10T00:00:00.000Z,4,16,8,6,11,3.138,1270
2020-07-11T00:00:00.000Z,5,18,8,7,9,1.57,1187
2020-07-12T00:00:00.000Z,7,43,11,10,13,3.89,1130
2020-07-13T00:00:00.000Z,3,24,6,5,8,1.805,924
2020-07-14T00:00:00.000Z,4,15,7,6,9,2.285,1254
2020-07-15T00:00:00.000Z,5,51,9,8,11,4.459,1283
2020-07-16T00:00:00.000Z,7,86,10,9,13,5.654,1288
2020-07-17T00:00:00.000Z,7,22,11,10,13,2.329,1277
2020-07-18T00:00:00.000Z,6,16,10,8,13,2.706,1294
2020-07-19T00:00:00.000Z,9,29,14,13,17,3.58,1287
2020-07-20T00:00:00.000Z,5,23,13,7,17,5.094,1163
2020-07-21T00:00:00.000Z,6,60,13,8,18,8.717,1019
2020-07-22T00:00:00.000Z,8,32,12,10,14,3.239,1232
2020-07-23T00:00:00.000Z,6,19,11,10,13,2.019,1232
2020-07-24T00:00:00.000Z,7,166,12,10,14,17.347,1114
2020-07-25T00:00:00.000Z,7,13,9,8,9,1.18,1291
2020-07-26T00:00:00.000Z,8,123,13,10.5,15,12.812,1225
2020-07-27T00:00:00.000Z,9,23,15,13,17,2.979,1248
2020-07-28T00:00:00.000Z,9,59,15,13,18,8.38,1197
2020-07-29T00:00:00.000Z,8,55,13,10,17,5.615,1198
2020-07-30T00:00:00.000Z,10,52,13,12,16,4.369,1170
2020-07-31T00:00:00.000Z,8,32,13,11,17,4.603,1153
2020-08-01T00:00:00.000Z,7,41,12,11,15,4.481,1190
2020-08-02T00:00:00.000Z,4,11,7,6,8,1.368,1130
2020-08-03T00:00:00.000Z,5,16,7,6,9,2.165,1065
2020-08-04T00:00:00.000Z,5,15,7,6,8,1.898,1233
2020-08-05T00:00:00.000Z,5,22,7,7,8,1.977,1369
2020-08-06T00:00:00.000Z,7,16,9,8,10,1.561,1369
2020-08-07T00:00:00.000Z,8,18,10,10,11,1.989,1352
2020-08-08T00:00:00.000Z,9,17,13,11,14,1.864,1362
2020-08-09T00:00:00.000Z,4,14,7,7,9,2.108,1358
2020-08-10T00:00:00.000Z,7,46,9,8,10,2.338,1338
2020-08-11T00:00:00.000Z,8,28,11,10,12,1.623,1328
2020-08-12T00:00:00.000Z,7,25,11,10,12,2.85,1319
2020-08-13T00:00:00.000Z,7,56,10,9,14,5.235,1330
2020-08-14T00:00:00.000Z,7,19,13,12,15,2.485,1351
2020-08-15T00:00:00.000Z,5,24,8,7,9,2.882,1339
2020-08-16T00:00:00.000Z,6,15,9,8,11,2.092,1313
2020-08-17T00:00:00.000Z,5,29,9,8,11,2.469,1359
2020-08-18T00:00:00.000Z,5,21,9,8,12,2.959,1353
2020-08-19T00:00:00.000Z,8,20,13,12,15,2.316,1349
2020-08-20T00:00:00.000Z,4,238,11,9,14,9.543,1365
2020-08-21T00:00:00.000Z,9,67,13,11,18,7.745,1331
2020-08-22T00:00:00.000Z,12,100,17,15,18,4.705,1305
2020-08-23T00:00:00.000Z,10,21,14,12,16,1.999,1334
2020-08-24T00:00:00.000Z,8,40,14,11,17,3.472,1278
2020-08-25T00:00:00.000Z,6,20,10,9,13,3.186,1280
2020-08-26T00:00:00.000Z,6,21,10,9,14,3.487,1289
2020-08-27T00:00:00.000Z,5,23,10,7,15,4.253,1377
2020-08-28T00:00:00.000Z,5,23,8,7,10,3.273,1308
2020-08-29T00:00:00.000Z,6,63,9,7,14,5.109,1304
2020-08-30T00:00:00.000Z,5,17,8,7,10,2.348,1332
2020-08-31T00:00:00.000Z,6,43,11,9,14,3.683,1332
2020-09-01T00:00:00.000Z,4,48,9,6,11,4.718,1343
2020-09-02T00:00:00.000Z,7,61,13,10,16,5.365,1308
2020-09-03T00:00:00.000Z,9,21,13,12,15,1.933,1300
2020-09-04T00:00:00.000Z,6,18,11,10,13,2.458,1246
2020-09-05T00:00:00.000Z,6,26,14,9,16,4.097,1307
2020-09-06T00:00:00.000Z,7,60,17,10,23,13.176,1311
2020-09-07T00:00:00.000Z,7,39,14,12,17,4.758,1274
2020-09-08T00:00:00.000Z,6,26,12,10,17,4.958,1197
2020-09-09T00:00:00.000Z,7,20,10,8,13,2.872,1197
2020-09-10T00:00:00.000Z,10,47,17,15,19,5.678,1197
2020-09-11T00:00:00.000Z,9,29,13,12,14,2.358,1125
2020-09-12T00:00:00.000Z,7,23,10,9,11,1.834,1043
2020-09-13T00:00:00.000Z,6,48,13,10,17,10.7,1182
2020-09-14T00:00:00.000Z,10,47,15,13,18,4.27,1121
2020-09-15T00:00:00.000Z,5,16,8,7,11,2.432,1134
2020-09-16T00:00:00.000Z,6,18,10,8,12,2.118,1240
2020-09-17T00:00:00.000Z,7,42,16,11,21,8.401,1179
2020-09-18T00:00:00.000Z,5,23,8,7,9,4.363,1163
2020-09-19T00:00:00.000Z,4,28,7,6,13,6.059,1221
2020-09-20T00:00:00.000Z,5,29,10,6,13,4.297,1222
2020-09-21T00:00:00.000Z,4,15,8,6,10,2.478,1210
2020-09-22T00:00:00.000Z,2,25,5,4,6,1.914,1229
2020-09-23T00:00:00.000Z,3,9,5,4,6,1.464,1259
2020-09-24T00:00:00.000Z,5,17,7,6,9,2.531,1260
2020-09-25T00:00:00.000Z,5,16,8,7,11,2.691,1279
2020-09-26T00:00:00.000Z,2,18,6,4,11,3.552,1285
2020-09-27T00:00:00.000Z,2,15,3,2,6,2.925,1296
2020-09-28T00:00:00.000Z,3,8,4,3,5,1.142,1245
2020-09-29T00:00:00.000Z,2,8,4,3,5,1.507,1258
2020-09-30T00:00:00.000Z,2,7,4,3,5,1.221,1210
2020-10-01T00:00:00.000Z,4,10,5,5,7,1.326,1104
2020-10-02T00:00:00.000Z,3,33,8,5,11,5.079,1090
2020-10-03T00:00:00.000Z,3,17,9,7,12,3.191,1099
